Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV,Pfr_ID
6081,Tyler Bray,2014,2017,,KAN,NFL,1,0,2,0,0,0,BrayTy00
6082,Chris Brazzell,2000,2000,6-174,DAL,NFL,9,0,1,0,0,0,BrazCh00
6083,Kevin Breedlove,2003,2003,,SDG,NFL,1,0,1,0,0,0,BreeKe20
6084,K.J. Brent,2017,2017,,CLT,NFL,5,0,1,0,0,0,BrenK.00
6085,Sean Brewer,2002,2003,3-66,TOT,NFL,12,2,2,0,0,0,BrewSe20
6086,Robert Brewster,2010,2010,3-75,DAL,NFL,1,0,1,0,0,0,BrewRo20
6087,Diyral Briggs,2009,2010,,TOT,NFL,11,0,2,0,0,0,BrigDi99
6088,Anthony Bright,2002,2002,,CAR,NFL,1,0,1,0,0,0,BrigAn20
6089,Eric Brock,2008,2009,,ATL,NFL,3,0,2,0,0,0,BrocEr20
6090,Kevin Brock,2011,2014,,TOT,NFL,24,2,3,0,0,0,BrocKe00
6091,Richie Brockel,2011,2014,,CAR,NFL,47,2,4,0,0,0,BrocRi00
6092,Mason Brodine,2011,2014,,TOT,NFL,2,0,3,0,0,0,BrodMa00
6093,Matt Broha,2012,2012,,NYG,NFL,,,1,0,0,0,BrohMa00
6094,Brian Brohm,2009,2010,2-56,BUF,NFL,3,2,2,0,0,0,BrohBr00
6095,John Bronson,2005,2006,,CRD,NFL,3,0,2,0,0,0,BronJo00
6096,Cariel Brooks,2015,2015,,CRD,NFL,3,0,1,0,0,0,BrooCa00
6097,Chris Brooks,2010,2010,,CLT,NFL,1,0,1,0,0,0,BrooCh21
6098,Durant Brooks,2008,2008,6-168,WAS,NFL,6,0,1,0,0,0,BrooDu20
6099,Greg Brooks,2005,2006,6-183,CIN,NFL,16,0,2,0,0,0,BrooGr20
6100,Jermaine Brooks,2003,2003,,DAL,NFL,1,0,1,0,0,0,BrooJe20
6101,Michael Brooks,2013,2013,,SEA,NFL,1,0,1,0,0,0,BrooMi02
6102,Rodregis Brooks,2001,2001,7-238,CLT,NFL,5,0,1,0,0,0,BrooRo20
6103,Braylon Broughton,2012,2012,,NOR,NFL,,,1,0,0,0,BrouBr00
6104,Nehemiah Broughton,2005,2006,7-222,WAS,NFL,6,0,2,0,0,0,BrouNe00
6105,Jamall Broussard,2004,2004,,CAR,NFL,8,0,1,0,0,0,BrouJa20
6106,Bobby Brown,2000,2000,,CLE,NFL,6,0,1,0,0,0,BrowBo00
6107,Chris Brown,2003,2003,,JAX,NFL,4,0,1,0,0,0,BrowCh25
6108,Dante Brown,2004,2004,,PIT,NFL,1,0,1,0,0,0,BrowDa02
6109,Delvin Brown,2001,2001,,JAX,NFL,5,0,1,0,0,0,BrowDe22
6110,Donatello Brown,2017,2017,,GNB,NFL,4,0,1,0,0,0,BrowDo02
6111,Jerry Brown,2012,2012,,CLT,,1,0,1,0,0,0,BrowJe01
6112,Joe Brown,2001,2001,,SEA,NFL,2,0,1,0,0,0,BrowJo20
6113,Jonathan Brown,2001,2001,3-90,RAM,NFL,3,0,1,0,0,0,BrowJo23
6114,Kareem Brown,2007,2007,4-127,NYJ,NFL,1,0,1,0,0,0,BrowKa99
6115,Kourtnei Brown,2012,2015,,TOT,NFL,4,0,3,0,0,0,BrowKo00
6116,LaMark Brown,2012,2012,,MIN,NFL,,,1,0,0,0,BrowLa02
6117,Levi Brown,2010,2010,7-209,BUF,NFL,1,0,1,0,0,0,BrowLe00
6118,Marcus Brown,2010,2010,,SEA,NFL,1,0,1,0,0,0,BrowMa25
6119,Michael Brown,2004,2004,,WAS,NFL,2,0,1,0,0,0,BrowMi20
6120,Noah Brown,2017,2017,7-239,DAL,NFL,13,1,1,0,0,0,BrowNo00
6121,Pharaoh Brown,2017,2017,,RAI,NFL,2,1,1,0,0,0,BrowPh01
6122,Rufus Brown,2004,2004,,WAS,NFL,1,0,1,0,0,0,BrowRu21
6123,Sammy Brown,2012,2012,,RAM,NFL,1,0,1,0,0,0,BrowSa00
6124,Keith Browner,2012,2014,,HTX,NFL,3,0,2,0,0,0,BrowKe01
6125,Bryant Browning,2011,2012,,TOT,NFL,1,0,2,0,0,0,BrowBr01
6126,Arland Bruce,2003,2003,,SFO,NFL,2,0,1,0,0,0,BrucAr20
6127,Mkristo Bruce,2008,2008,,JAX,NFL,1,0,1,0,0,0,BrucMk20
6128,Rob Bruggeman,2010,2011,,ATL,NFL,2,0,2,0,0,0,BrugRo20
6129,Daryon Brutley,2003,2003,,PHI,NFL,1,0,1,0,0,0,BrutDa20
6130,Chris Bryan,2010,2010,,TAM,NFL,4,0,1,0,0,0,BryaCh01
6131,Charlie Bryant,2012,2012,,SDG,NFL,,,1,0,0,0,BryaCh02
6132,D.J. Bryant,2012,2012,,NYJ,NFL,,,1,0,0,0,BryaD.00
6133,Lamont Bryant,2012,2012,,CAR,NFL,,,1,0,0,0,BryaLa00
6134,Romby Bryant,2005,2005,,ATL,NFL,3,0,1,0,0,0,BryaRo00
6135,Michael Buchanan,2013,2014,7-226,NWE,NFL,18,0,2,0,0,0,BuchMi00
6136,Will Buchanon,2006,2006,,RAI,NFL,1,0,1,0,0,0,BuchWi01
6137,Riley Bullough,2017,2017,,TAM,NFL,3,0,1,0,0,0,BullRi00
6138,Michael Bumpus,2008,2008,,SEA,NFL,4,1,1,0,0,0,BumpMi00
6139,Marquis Bundy,2017,2017,,NYG,NFL,1,1,1,0,0,0,BundMa00
6140,Chandler Burden,2012,2012,,MIA,NFL,,,1,0,0,0,BurdCh00
6141,Brandon Burks,2016,2016,,NYJ,NFL,1,0,1,0,0,0,BurkBr00
6142,Dialleo Burks,2000,2000,,CAR,NFL,1,0,1,0,0,0,BurkDi20
6143,Chester Burnett,2000,2000,7-208,CLE,NFL,7,0,1,0,0,0,BurnCh20
6144,Kendric Burney,2012,2012,,CAR,NFL,,,1,0,0,0,BurnKe00
6145,Troy Burrell,2012,2012,,DET,NFL,,,1,0,0,0,BurrTr00
6146,Isaiah Burse,2014,2016,,TOT,NFL,21,1,2,0,0,0,BursIs01
6147,Antwon Burton,2006,2009,,TOT,NFL,9,0,3,0,0,0,BurtAn20
6148,Michael Burton,2015,2017,5-168,TOT,NFL,47,10,3,0,0,0,BurtMi00
6149,Stephen Burton,2011,2013,7-236,TOT,NFL,19,3,3,0,0,0,BurtSt00
6150,Steve Bush,2000,2000,,CIN,NFL,16,0,1,0,0,0,BushSt00
6151,Nate Bussey,2011,2011,7-243,NOR,NFL,1,0,1,0,0,0,BussNa00
6152,Robb Butler,2004,2004,,SDG,NFL,5,0,1,0,0,0,ButlRo20
6153,Terry Butler,2005,2005,,NYJ,NFL,1,0,1,0,0,0,ButlTe20
6154,Nate Byham,2010,2013,6-182,TOT,NFL,29,8,3,0,0,0,ByhaNa00
6155,Carrington Byndom,2014,2014,,CAR,NFL,3,0,1,0,0,0,ByndCa00
6156,Kenny Bynum,2000,2000,5-138,SDG,NFL,14,0,1,0,0,0,BynuKe00
6157,Dominique Byrd,2006,2011,3-93,TOT,NFL,17,0,3,0,0,0,ByrdDo00
6158,Emanuel Byrd,2017,2017,,GNB,NFL,1,0,1,0,0,0,ByrdEm00
6159,LaRon Byrd,2012,2014,,TOT,NFL,5,0,2,0,0,0,ByrdLa00
6160,Shawn Byrdsong,2002,2002,,RAV,NFL,1,0,1,0,0,0,ByrdSh20
6161,Jake Byrne,2012,2014,,TOT,NFL,8,0,3,0,0,0,ByrnJa00
6162,Dion Byrum,2006,2006,,CAR,NFL,3,0,1,0,0,0,ByruDi20
6163,Jeremy Calahan,2005,2005,,RAM,NFL,1,0,1,0,0,0,CalaJe20
6164,Trey Caldwell,2016,2016,5-173,CLE,NFL,1,0,1,0,0,0,CaldTr00
6165,Duke Calhoun,2010,2012,,TOT,NFL,9,0,2,0,0,0,CalhDu00
6166,Taveze Calhoun,2016,2016,,NOR,NFL,1,0,1,0,0,0,CalhTa01
6167,Joe Callahan,2017,2017,,GNB,NFL,1,0,1,0,0,0,CallJo00
6168,Rob Callaway,2012,2012,,DAL,NFL,2,0,1,0,0,0,CallRo00
6169,Ronnie Cameron,2012,2012,,PHI,NFL,,,1,0,0,0,CameRo00
6170,Caleb Campbell,2010,2010,7-218,DET,NFL,2,0,1,0,0,0,CampCa00
6171,Michael Campbell,2013,2013,,NYJ,NFL,4,0,1,0,0,0,CampMi01
6172,Barry Cantrell,2000,2000,,DAL,NFL,2,0,1,0,0,0,CantBa20
6173,Rolando Cantu,2005,2005,,CRD,NFL,1,0,1,0,0,0,CantRo20
6174,Selvish Capers,2012,2012,7-231,NYG,NFL,3,0,1,0,0,0,CapeSe20
6175,Nordly Capi,2017,2017,,2TM,NFL,8,0,1,0,0,0,CapiNo00
6176,Rudy Carpenter,2011,2011,,TAM,NFL,1,0,1,0,0,0,CarpRu00
6177,Austin Carr,2017,2017,,NOR,NFL,1,0,1,0,0,0,CarrAu00
6178,Deveron Carr,2013,2013,,TAM,NFL,9,0,1,0,0,0,CarrDe01
6179,Josh Carraway,2017,2017,7-227,OTI,NFL,1,0,1,0,0,0,CarrJo00
6180,Travis Carroll,2002,2003,,TOT,NFL,11,0,2,0,0,0,CarrTr20
6181,Alex Carter,2016,2016,3-80,DET,NFL,1,0,1,0,0,0,CartAl01
6182,Cethan Carter,2017,2017,,CIN,NFL,16,0,1,0,0,0,CartCe00
6183,Jason Carter,2006,2006,,MIN,NFL,1,0,1,0,0,0,CartJa00
6184,Kerry Carter,2003,2004,,SEA,NFL,32,0,2,0,0,0,CartKe01
6185,Kyle Carter,2017,2017,,MIN,NFL,3,0,1,0,0,0,CartKy01
6186,Tim Carter,2001,2001,,NOR,NFL,2,0,1,0,0,0,CartTi20
6187,Todd Carter,2010,2010,,CAR,NFL,1,0,1,0,0,0,CartTo21
6188,Ran Carthon,2005,2006,,CLT,NFL,9,0,2,0,0,0,CartRa00
6189,Chance Casey,2013,2014,,TOT,NFL,4,1,2,0,0,0,CaseCh00
6190,Jeremy Cash,2016,2017,,CAR,NFL,9,0,2,0,0,0,CashJe00
6191,Sean Cattouse,2012,2013,,TOT,NFL,2,0,2,0,0,0,CattSe00
6192,Jehuu Caulcrick,2010,2010,,BUF,NFL,2,0,1,0,0,0,CaulJe00
6193,Mike Caussin,2011,2012,,BUF,NFL,6,2,2,0,0,0,CausMi00
6194,Kwame Cavil,2000,2000,,BUF,NFL,16,0,1,0,0,0,CaviKw00
6195,Matt Cercone,2000,2002,,MIN,NFL,5,0,2,0,0,0,CercMa20
6196,Marq Cerqua,2001,2002,,TOT,NFL,5,0,2,0,0,0,CerqMa20
6197,Shaun Chapas,2011,2012,7-220,TOT,NFL,6,1,2,0,0,0,ChapSh00
6198,Kory Chapman,2005,2005,,CLT,NFL,3,0,1,0,0,0,ChapKo00
6199,Justin Cheadle,2012,2012,,PIT,NFL,,,1,0,0,0,CheaJu00
6200,Jehu Chesson,2017,2017,4-139,KAN,NFL,12,1,1,0,0,0,ChesJe00
6201,Randy Chevrier,2001,2001,7-241,2TM,NFL,13,0,1,0,0,0,ChevRa20
6202,Bam Childress,2005,2006,,NWE,NFL,3,0,2,0,0,0,ChilBr00
6203,Greg Childs,2012,2012,4-134,MIN,NFL,,,1,0,0,0,ChilGr00
6204,Brad Christenson,2002,2002,,RAI,NFL,1,0,1,0,0,0,ChriBr20
6205,Gerald Christian,2016,2016,7-256,BUF,NFL,3,0,1,0,0,0,ChriGe00
6206,Brad Cieslak,2005,2008,,TOT,NFL,12,2,4,0,0,0,CiesBr00
6207,Brian Clark,2006,2009,,TOT,NFL,34,0,4,0,0,0,ClarBr00
6208,Corey Clark,2009,2009,7-234,SDG,NFL,2,0,1,0,0,0,ClarCo21
6209,Darius Clark,2001,2001,,DEN,NFL,7,0,1,0,0,0,ClarDa22
6210,Devin Clark,2008,2008,,WAS,NFL,2,0,1,0,0,0,ClarDe21
6211,Jeremy Clark,2017,2017,6-197,NYJ,NFL,1,0,1,0,0,0,ClarJe04
6212,Jeremy Clark,2008,2010,,TOT,NFL,7,1,2,0,0,0,ClarJe01
6213,Kenny Clark,2003,2003,,MIN,NFL,1,0,1,0,0,0,ClarKe22
6214,Michael Clark,2017,2017,,GNB,NFL,2,0,1,0,0,0,ClarMi00
6215,Ben Claxton,2005,2009,5-157,TOT,NFL,3,0,2,0,0,0,ClaxBe20
6216,John Clay,2011,2011,,PIT,NFL,2,0,1,0,0,0,ClayJo00
6217,DeVone Claybrooks,2002,2004,,TOT,NFL,13,0,3,0,0,0,ClayDe20
6218,Felipe Claybrooks,2001,2003,,CLE,NFL,11,0,2,0,0,0,ClayFe20
6219,Carey Clayton,2001,2001,,SDG,NFL,1,0,1,0,0,0,ClayCa20
6220,Thomas Clayton,2010,2011,,TOT,NFL,6,0,2,0,0,0,ClayTh00
6221,Zach Clayton,2011,2012,7-212,OTI,NFL,3,0,2,0,0,0,ClayZa00
6222,Chunky Clements,2017,2017,,HTX,NFL,2,0,1,0,0,0,ClemCh00
6223,Toney Clemons,2012,2012,7-231,JAX,NFL,4,0,1,0,0,0,ClemTo00
6224,Asante Cleveland,2014,2016,,TOT,NFL,14,1,3,0,0,0,ClevAs00
6225,Colin Cloherty,2009,2012,,TOT,NFL,8,1,4,0,0,0,ClohCo00
6226,Tyler Clutts,2011,2014,,TOT,NFL,56,9,4,0,0,0,ClutTy00
6227,Danny Coale,2012,2012,5-152,DAL,NFL,,,1,0,0,0,CoalDa00
6228,DeAndra Cobb,2005,2005,6-201,ATL,NFL,3,0,1,0,0,0,CobbDe00
6229,Cedric Cobbs,2004,2006,4-128,TOT,NFL,5,0,2,0,0,0,CobbCe00
6230,R.J. Cobbs,2006,2006,,NYG,NFL,1,0,1,0,0,0,CobbR.20
6231,Avon Cobourne,2003,2003,,DET,NFL,7,0,1,0,0,0,CoboAv00
6232,Colin Cochart,2011,2011,,CIN,NFL,10,3,1,0,0,0,CochCo00
6233,Dan Cody,2006,2006,2-53,RAV,NFL,2,0,1,0,0,0,CodyDa20
6234,Rodney Coe,2017,2017,,SEA,NFL,1,0,1,0,0,0,CoexRo00
6235,Chase Coffman,2010,2014,3-98,TOT,NFL,35,3,4,0,0,0,CoffCh00
6236,Dustin Cohen,2000,2001,,RAM,NFL,5,0,2,0,0,0,CoheDu20
6237,Alonzo Coleman,2008,2008,,DAL,NFL,1,0,1,0,0,0,ColeAl21
6238,Andre Coleman,2009,2009,,SDG,NFL,2,0,1,0,0,0,ColeAn21
6239,Antonio Coleman,2010,2011,,BUF,NFL,11,0,2,0,0,0,ColeAn01
6240,B.J. Coleman,2012,2012,7-243,GNB,NFL,,,1,0,0,0,ColeB.00
6241,Chris Coleman,2000,2001,,OTI,NFL,29,0,2,0,0,0,ColeCh01
6242,Deandre Coleman,2014,2017,,TOT,NFL,16,0,4,0,0,0,ColeDe01
6243,Travis Coleman,2002,2002,,CHI,NFL,7,0,1,0,0,0,ColeTr21
6244,Xavier Coleman,2017,2017,,NYJ,NFL,2,0,1,0,0,0,ColeXa00
6245,Kevis Coley,2008,2008,,HTX,NFL,3,0,1,0,0,0,ColeKe22
6246,Stacy Coley,2017,2017,7-219,MIN,NFL,4,0,1,0,0,0,ColeSt00
6247,Aviante Collins,2017,2017,,MIN,NFL,3,0,1,0,0,0,CollAv00
6248,Cameron Collins,2012,2012,,HTX,NFL,1,0,1,0,0,0,CollCa00
6249,Jerome Collins,2005,2005,5-144,RAM,NFL,3,0,1,0,0,0,CollJe00
6250,Todd Collins,2001,2001,2-45,KAN,NFL,1,0,1,0,0,0,CollTo00
6251,Sanders Commings,2013,2014,5-134,KAN,NFL,2,0,2,0,0,0,CommSa00
6252,Jonathan Compas,2009,2009,,TAM,NFL,2,0,1,0,0,0,CompJo00
6253,Bill Conaty,2000,2000,,BUF,NFL,16,0,1,0,0,0,ConaBi20
6254,Kevin Cone,2011,2014,,TOT,NFL,29,0,4,0,0,0,ConeKe00
6255,Gareon Conley,2017,2017,1-24,RAI,NFL,2,0,1,0,0,0,ConlGa00
6256,John Conner,2010,2013,5-139,TOT,NFL,50,17,4,0,0,0,ConnJo00
6257,Scott Connot,2004,2004,,KAN,NFL,2,0,1,0,0,0,ConnSc20
6258,Connor Cook,2016,2016,4-100,RAI,NFL,1,0,1,0,0,0,CookCo00
6259,Emanuel Cook,2010,2012,,TOT,NFL,17,0,3,0,0,0,CookEm99
6260,Rafael Cooper,2002,2002,,DET,NFL,5,0,1,0,0,0,CoopRa00
6261,Jack Cornell,2012,2013,,TOT,NFL,1,0,2,0,0,0,CornJa00
6262,DeMarco Cosby,2012,2012,,KAN,NFL,,,1,0,0,0,CosbDe00
6263,Quan Cosby,2009,2012,,TOT,NFL,44,0,4,0,0,0,CosbQu00
6264,Jerome Couplin,2014,2015,,TOT,NFL,18,0,2,0,0,0,CoupJe00
6265,Brandon Coutu,2011,2011,7-235,BUF,NFL,1,0,1,0,0,0,CoutBr00
6266,Scott Covington,2002,2002,7-245,RAM,NFL,1,1,1,0,0,0,CoviSc00
6267,Rashaad Coward,2017,2017,,CHI,NFL,1,0,1,0,0,0,CowaRa00
6268,Demetrious Cox,2017,2017,,CAR,NFL,4,0,1,0,0,0,CoxxDe00
6269,Michael Cox,2013,2014,7-253,NYG,NFL,18,1,2,0,0,0,CoxxMi00
6270,Renard Cox,2001,2001,,JAX,NFL,5,0,1,0,0,0,CoxxRe20
6271,Shawn Crable,2010,2010,3-78,NWE,NFL,6,0,1,0,0,0,CrabSh99
6272,Dameyune Craig,2000,2001,,CAR,NFL,6,0,2,0,0,0,CraiDa00
6273,Casey Cramer,2004,2007,7-228,TOT,NFL,27,2,4,0,0,0,CramCa00
6274,Casey Crawford,2000,2002,,TOT,NFL,15,1,3,0,0,0,CrawCa00
6275,Gabe Crecion,2004,2004,,SFO,NFL,1,0,1,0,0,0,CrecGa20
6276,Shadwick Criss,2000,2000,,JAX,NFL,3,0,1,0,0,0,CrisSh20
6277,John Crockett,2015,2015,,GNB,NFL,2,0,1,0,0,0,CrocJo00
6278,Da'Mon Cromartie-Smith,2011,2013,,PIT,NFL,10,0,3,0,0,0,CromDa00
6279,Phillip Crosby,2001,2003,,BUF,NFL,35,6,3,0,0,0,CrosPh00
6280,Alan Cross,2016,2017,,TAM,NFL,22,4,2,0,0,0,CrosAl00
6281,Cole Croston,2017,2017,,NWE,NFL,3,0,1,0,0,0,CrosCo00
6282,Andrew Crummey,2008,2008,,CIN,NFL,6,0,1,0,0,0,CrumAn00
6283,Darrel Crutchfield,2001,2001,,PHI,NFL,4,0,1,0,0,0,CrutDa20
6284,Ronnie Cruz,2005,2006,,KAN,NFL,19,3,2,0,0,0,CruzRo00
6285,Yannick Cudjoe-Virgil,2015,2015,,OTI,NFL,2,0,1,0,0,0,CudjYa00
6286,Sean Culkin,2017,2017,,SDG,NFL,1,0,1,0,0,0,CulkSe00
6287,Kenwin Cummings,2009,2010,,TOT,NFL,6,0,2,0,0,0,CummKe20
6288,B.J. Cunningham,2012,2014,6-183,TOT,NFL,2,0,3,0,0,0,CunnB.00
6289,Justice Cunningham,2013,2015,7-254,TOT,NFL,4,0,3,0,0,0,CunnJu00
6290,Richie Cunningham,2000,2000,,CAR,NFL,4,0,1,0,0,0,cunniric01
6291,Dan Curley,2003,2003,5-148,RAM,NFL,1,0,1,0,0,0,CurlDa20
6292,Airese Currie,2006,2006,5-140,CHI,NFL,1,0,1,0,0,0,CurrAi00
6293,Justin Currie,2017,2017,,CLE,NFL,3,0,1,0,0,0,CurrJu00
6294,Clarence Curry,2004,2004,,CRD,NFL,1,0,1,0,0,0,CurrCl20
6295,DeMarcus Curry,2001,2001,,TAM,NFL,3,0,1,0,0,0,CurrDe20
6296,Dominique Curry,2010,2012,,TOT,NFL,18,0,3,0,0,0,CurrDo00
6297,Julius Curry,2003,2003,,DET,NFL,3,0,1,0,0,0,CurrJu20
6298,Markus Curry,2006,2006,,SDG,NFL,2,0,1,0,0,0,CurrMa20
6299,Tony Curtis,2006,2008,,DAL,NFL,36,6,3,0,0,0,CurtTo00
6300,Matt Cushing,2000,2002,,PIT,NFL,26,4,3,0,0,0,CushMa00
6301,Ryan D'Imperio,2011,2011,7-237,MIN,NFL,12,1,1,0,0,0,DImpRy00
6302,Weston Dacus,2008,2008,,KAN,NFL,8,0,1,0,0,0,DacuWe99
6303,Antico Dalton,2000,2000,6-199,NWE,NFL,3,0,1,0,0,0,DaltAn20
6304,Robertson Daniel,2016,2016,,RAV,NFL,1,0,1,0,0,0,DaniRo01
6305,B.J. Daniels,2014,2015,7-237,TOT,NFL,8,0,2,0,0,0,DaniB.00
6306,Darrell Daniels,2017,2017,,CLT,NFL,12,3,1,0,0,0,DaniDa02
6307,LeShun Daniels,2017,2017,,WAS,NFL,4,0,1,0,0,0,DaniLe00
6308,Matt Daniels,2012,2015,,TOT,NFL,7,0,4,0,0,0,DaniMa00
6309,P.J. Daniels,2007,2007,4-132,RAV,NFL,1,0,1,0,0,0,DaniP.00
6310,Andrew Datko,2012,2012,7-241,GNB,NFL,,,1,0,0,0,DatkAn00
6311,Rohan Davey,2002,2004,4-117,NWE,NFL,7,0,3,0,0,0,DaveRo01
6312,James Davidson,2014,2014,,NYG,NFL,2,0,1,0,0,0,DaviJa05
6313,A.J. Davis,2012,2014,,NOR,NFL,1,0,2,0,0,0,DaviA.00
6314,Britt Davis,2010,2010,,DEN,NFL,3,0,1,0,0,0,DaviBr00
6315,Bruce Davis,2008,2011,3-88,TOT,,15,0,3,0,0,0,DaviBr99
6316,Bryce Davis,2012,2012,,CIN,NFL,,,1,0,0,0,DaviBr01
6317,Chris Davis,2007,2008,4-128,OTI,NFL,17,0,2,0,0,0,DaviCh02
6318,Chris Davis,2003,2003,5-165,SEA,NFL,1,0,1,0,0,0,DaviCh24
6319,Chris Davis,2007,2007,,NYJ,NFL,2,0,1,0,0,0,DaviCh03
6320,Dominique Davis,2012,2014,,TOT,NFL,2,0,3,0,0,0,DaviDo02
6321,Geremy Davis,2015,2017,6-186,TOT,NFL,15,0,3,0,0,0,DaviGe00
6322,Hall Davis,2010,2012,5-149,TOT,NFL,3,0,2,0,0,0,DaviHa21
6323,Ja'Gared Davis,2013,2014,,TOT,NFL,8,0,2,0,0,0,DaviJa02
6324,Jason Davis,2008,2008,,2TM,NFL,6,3,1,0,0,0,DaviJa00
6325,Jerome Davis,2002,2004,,SFO,NFL,6,0,3,0,0,0,DaviJe23
6326,Jim Davis,2005,2005,,JAX,NFL,1,0,1,0,0,0,DaviJi20
6327,Justin Davis,2017,2017,,RAM,NFL,4,0,1,0,0,0,DaviJu00
6328,Kanorris Davis,2013,2013,,NWE,NFL,3,0,1,0,0,0,DaviKa00
6329,Nick Davis,2002,2003,,MIN,NFL,16,0,2,0,0,0,DaviNi00
6330,Reggie Davis,2000,2000,,SDG,NFL,10,0,1,0,0,0,DaviRe00
6331,Robert Davis,2017,2017,6-209,WAS,NFL,1,0,1,0,0,0,DaviRo00
6332,Shockmain Davis,2000,2000,,NWE,NFL,12,1,1,0,0,0,DaviSh00
6333,Thabiti Davis,2000,2001,,NYG,NFL,29,0,2,0,0,0,DaviTh00
6334,Tristan Davis,2012,2012,,WAS,NFL,,,1,0,0,0,DaviTr01
6335,Troy Davis,2013,2014,,TOT,NFL,4,0,2,0,0,0,DaviTr02
6336,Will Davis,2013,2016,3-93,TOT,NFL,20,0,4,0,0,0,DaviWi02
6337,Andrew Davison,2002,2003,,TOT,NFL,10,0,2,0,0,0,DaviAn26
6338,Everett Dawkins,2013,2013,7-229,DAL,NFL,1,0,1,0,0,0,DawkEv00
6339,Skye Dawson,2013,2014,,TOT,NFL,7,0,2,0,0,0,DawsSk00
6340,Matthew Dayes,2017,2017,7-252,CLE,NFL,16,0,1,0,0,0,DayeMa00
6341,James Dearth,2001,2003,6-191,NYJ,NFL,48,1,3,0,0,0,DearJa00
6342,Donte Deayon,2017,2017,,NYG,NFL,4,0,1,0,0,0,DeayDo01
6343,John Dekker,2007,2007,,PIT,NFL,3,0,1,0,0,0,DekkJo00
6344,Chris Demaree,2002,2002,,SDG,NFL,2,0,1,0,0,0,DemaCh20
6345,Jeff Demps,2012,2014,,TOT,NFL,2,0,3,0,0,0,DempJe00
6346,Anthony Denham,2014,2015,,HTX,NFL,5,0,2,0,0,0,DenhAn00
6347,Antonio Dennard,2012,2012,,JAX,NFL,,,1,0,0,0,DennAn00
6348,Derek Dennis,2012,2014,,TOT,NFL,0,,2,0,0,0,DennDe00
6349,Tim Denton,2000,2000,,SDG,NFL,5,0,1,0,0,0,DentTi20
6350,Dan DePalma,2012,2012,,NYG,NFL,,,1,0,0,0,DePaDa00
6351,Dan Dercher,2000,2000,,SFO,NFL,2,0,1,0,0,0,DercDa20
6352,Koy Detmer,2000,2001,7-207,PHI,NFL,32,0,2,0,0,0,DetmKo00
6353,Pat Devlin,2012,2014,,TOT,NFL,0,,2,0,0,0,DevlPa00
6354,Tyson DeVree,2008,2008,,NWE,NFL,2,0,1,0,0,0,DeVrTy20
6355,Lorenzo Diamond,2004,2005,,TOT,NFL,21,11,2,0,0,0,DiamLo00
6356,Kori Dickerson,2003,2003,,PHI,NFL,2,0,1,0,0,0,DickKo20
6357,JoJo Dickson,2012,2014,,TOT,NFL,0,,2,0,0,0,DickJo00
6358,Dahrran Diedrick,2004,2004,,WAS,NFL,1,0,1,0,0,0,DiedDa20
6359,Phillip Dillard,2010,2012,4-115,TOT,NFL,7,0,2,0,0,0,DillPh99
6360,K.J. Dillon,2016,2016,5-159,HTX,NFL,5,0,1,0,0,0,DillK.00
6361,Lamar Divens,2008,2012,,TOT,NFL,5,0,3,0,0,0,DiveLa20
6362,Ahmad Dixon,2014,2014,7-248,3TM,NFL,11,0,1,0,0,0,DixoAh00
6363,Travell Dixon,2016,2016,,CAR,NFL,1,0,1,0,0,0,DixoTr01
6364,Matt Dominguez,2001,2001,,DEN,NFL,12,0,1,0,0,0,DomiMa00
6365,Ray Dominguez,2011,2012,,TOT,NFL,1,0,2,0,0,0,DomiRa00
6366,Dylan Donahue,2017,2017,5-181,NYJ,NFL,4,0,1,0,0,0,DonaDy00
6367,Vontarrius Dora,2016,2016,,DEN,NFL,1,0,1,0,0,0,DoraVo00
6368,Makinton Dorleant,2016,2016,,GNB,NFL,4,0,1,0,0,0,DorlMa00
6369,Derek Dorris,2002,2002,,NYG,NFL,6,0,1,0,0,0,DorrDe20
6370,Travis Dorsch,2002,2002,4-109,CIN,NFL,1,0,1,0,0,0,DorsTr20
6371,Ken Dorsey,2004,2007,7-241,TOT,NFL,13,10,4,0,0,0,DorsKe00
6372,Kevin Dorsey,2014,2014,7-224,GNB,NFL,3,0,1,0,0,0,DorsKe01
6373,Lorenzo Doss,2015,2017,5-164,DEN,NFL,15,0,3,0,0,0,DossLo00
6374,Lionel Dotson,2008,2011,7-245,TOT,NFL,12,0,4,0,0,0,DotsLi99
6375,David Douglas,2012,2012,,TAM,NFL,1,0,1,0,0,0,DougDa01
6376,Dominic Douglas,2009,2009,,RAM,NFL,4,0,1,0,0,0,DougDo20
6377,Robert Douglas,2007,2007,,NYG,NFL,1,0,1,0,0,0,DougRo00
6378,Jonathan Dowling,2014,2014,7-247,RAI,NFL,7,0,1,0,0,0,DowlJo00
6379,Scott Dragos,2000,2001,,CHI,NFL,15,2,2,0,0,0,DragSc00
6380,Tommie Draheim,2012,2012,,2TM,NFL,,,1,0,0,0,DrahTo00
6381,Tony Driver,2001,2002,6-178,BUF,NFL,11,0,2,0,0,0,DrivTo20
6382,Thomas Duarte,2016,2016,7-231,MIA,NFL,1,0,1,0,0,0,DuarTh00
6383,Tim Duckworth,2010,2010,,CAR,NFL,5,0,1,0,0,0,DuckTi20
